學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-因傷病,於學年底處於休學狀態之人數-因經濟困難,於學年底處於休學狀態之人數-因學業成績不佳,於學年底處於休學狀態之人數-因志趣不合,於學年底處於休學狀態之人數-因工作需求,於學年底處於休學狀態之人數-因懷孕,於學年底處於休學狀態之人數-因育嬰,於學年底處於休學狀態之人數-因兵役,於學年底處於休學狀態之人數-因出國,於學年底處於休學狀態之人數-因論文撰寫,於學年底處於休學狀態之人數-因適應不良,於學年底處於休學狀態之人數-因家人傷病,於學年底處於休學狀態之人數-因考試訓練,於學年底處於休學狀態之人數-因逾期未註冊、繳費、選課,於學年底處於休學狀態之人數-其他
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),男,98,3,0,1,0,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,學士班(進修),男,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,碩士班(日間),男,21,6,0,2,1,0,0,0,0,2,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,碩士在職專班,男,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,學士班(日間),女,83,6,1,0,0,3,0,0,0,0,0,0,0,0,0,...,2
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,碩士班(日間),女,16,6,1,0,0,1,1,0,0,0,0,1,0,0,0,...,2
106,公立,一般大學,0018,國立嘉義大學,08211096,森林暨自然資源學系,碩士在職專班,女,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),男,94,6,0,0,2,2,0,0,0,2,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(進修),男,104,15,0,0,0,0,10,0,0,4,1,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,碩士班(日間),男,11,3,0,0,0,0,1,0,0,1,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(日間),女,89,3,2,0,0,0,0,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,學士班(進修),女,70,9,1,0,2,0,3,0,1,0,0,0,0,0,0,...,2
106,公立,一般大學,0018,國立嘉義大學,08211106,木質材料與設計學系,碩士班(日間),女,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,學士班(日間),男,134,16,1,0,0,10,0,0,0,1,0,0,0,0,0,...,4
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,碩士班(日間),男,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,...,2
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,碩士在職專班,男,13,5,0,0,1,0,2,0,0,0,0,0,0,0,0,...,2
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,學士班(日間),女,134,11,4,0,1,4,0,0,0,0,1,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,碩士班(日間),女,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系,碩士在職專班,女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系臨床獸醫學碩士班,碩士班(日間),男,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,08411108,獸醫學系臨床獸醫學碩士班,碩士班(日間),女,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,男,7,5,0,0,0,0,4,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10151044,行銷與觀光管理學系觀光休閒管理博士班,博士班,女,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),男,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),女,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,學士班(日間),男,147,5,1,0,1,1,1,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),男,155,10,1,0,0,1,7,0,0,0,1,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),男,30,10,0,0,0,0,8,0,0,1,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,男,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,學士班(日間),女,46,5,0,0,1,2,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,學士班(進修),女,28,3,0,0,0,1,1,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,碩士班(日間),女,16,3,0,0,0,0,2,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0018,國立嘉義大學,10152113,體育與健康休閒學系,碩士在職專班,女,28,5,1,0,0,0,2,0,1,0,1,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,學士班(日間),男,55,2,0,1,1,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,碩士班(日間),男,16,8,1,2,1,1,2,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,碩士在職專班,男,25,11,0,0,1,0,7,0,3,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,學士班(日間),女,150,12,1,0,5,5,0,0,0,0,1,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,碩士班(日間),女,21,2,0,1,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02199005,創意設計與建築學系,碩士在職專班,女,20,14,0,1,0,2,9,0,2,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,學士班(日間),男,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,碩士班(日間),男,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,學士班(日間),女,149,6,0,1,3,1,0,0,0,0,1,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311002,西洋語文學系,碩士班(日間),女,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,學士班(日間),男,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,02311003,東亞語文學系,學士班(日間),女,171,3,0,0,1,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,學士班(日間),男,121,3,0,0,1,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,碩士班(日間),男,6,5,1,0,2,1,0,0,0,0,0,1,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,學士班(日間),女,108,2,0,0,0,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,03111006,應用經濟學系,碩士班(日間),女,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,學士班(日間),男,73,2,1,1,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,碩士班(日間),男,17,2,0,0,0,0,1,0,0,0,0,0,0,0,1,...,0
106,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,學士班(日間),女,129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04121011,金融管理學系,碩士班(日間),女,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131007,經營管理研究所,碩士班(日間),男,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131007,經營管理研究所,碩士班(日間),女,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,學士班(日間),男,107,5,0,0,1,2,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士班(日間),男,13,3,0,0,0,2,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士在職專班,男,22,3,1,0,0,0,1,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,學士班(日間),女,144,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士班(日間),女,18,2,0,0,0,1,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131009,亞太工商管理學系,碩士在職專班,女,18,4,0,0,0,0,3,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),男,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04131010,國際商業管理碩士學位學程,碩士班(日間),女,9,3,0,0,0,0,2,0,0,0,0,0,0,1,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199012,高階經營管理碩士在職專班,碩士在職專班,男,44,13,0,0,0,0,13,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199012,高階經營管理碩士在職專班,碩士在職專班,女,16,15,0,0,0,0,14,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,上海國際高階經營管理碩士在職專班,碩士在職專班,男,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,上海國際高階經營管理碩士在職專班,碩士在職專班,女,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,海西國際高階經營管理碩士在職專班,碩士在職專班,男,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,海西國際高階經營管理碩士在職專班,碩士在職專班,女,9,4,1,0,0,0,3,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,國際高階經營管理碩士在職專班泰國班,碩士在職專班,男,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,國際高階經營管理碩士在職專班泰國班,碩士在職專班,女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,越南國際高階經營管理碩士在職專班,碩士在職專班,男,38,6,0,0,0,0,6,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199013,越南國際高階經營管理碩士在職專班,碩士在職專班,女,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199014,高階法律暨管理碩士在職專班,碩士在職專班,男,16,10,0,0,0,0,10,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199014,高階法律暨管理碩士在職專班,碩士在職專班,女,9,4,0,1,0,0,3,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199C04,製商整合服務規劃產業碩士專班,碩士班(日間),男,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04199C04,製商整合服務規劃產業碩士專班,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,學士班(日間),男,102,3,0,0,0,0,1,0,0,0,0,0,0,1,0,...,1
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士班(日間),男,17,11,0,3,1,0,6,0,0,0,0,0,0,0,1,...,0
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士在職專班,男,57,19,0,0,3,0,12,0,0,0,0,1,0,0,1,...,2
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,學士班(日間),女,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士班(日間),女,29,7,1,0,0,0,5,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,04211015,法律學系,碩士在職專班,女,49,20,1,1,1,0,8,0,3,0,0,3,0,1,0,...,2
106,公立,一般大學,0019,國立高雄大學,04211018,法學院博士班,博士班,男,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(日間),男,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(進修),男,79,27,2,1,1,0,19,0,1,0,0,0,0,1,1,...,1
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,碩士班(日間),男,19,13,0,1,2,2,5,0,0,2,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(日間),女,102,5,0,1,2,1,0,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,學士班(進修),女,49,11,2,1,0,0,6,0,1,0,0,0,0,1,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212016,財經法律學系,碩士班(日間),女,21,5,0,0,0,0,4,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),男,86,2,0,0,1,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(進修),男,27,7,1,1,0,0,5,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士班(日間),男,22,7,0,1,2,2,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士在職專班,男,30,6,1,0,0,0,5,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(日間),女,122,3,0,0,1,1,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,學士班(進修),女,15,5,1,1,0,0,1,0,1,0,0,0,0,1,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士班(日間),女,11,5,1,0,0,0,3,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,04212017,政治法律學系,碩士在職專班,女,16,2,0,0,1,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),男,102,6,0,0,2,0,0,0,0,1,0,0,0,0,1,...,2
106,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,碩士班(日間),男,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,學士班(日間),女,77,5,1,0,2,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05111019,生命科學系,碩士班(日間),女,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,...,0
106,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,學士班(日間),男,138,4,0,1,1,1,0,0,0,1,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,碩士班(日間),男,27,3,0,0,1,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,學士班(日間),女,50,4,1,0,0,3,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05311022,應用化學系,碩士班(日間),女,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,學士班(日間),男,167,5,2,0,3,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,碩士班(日間),男,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05331023,應用物理學系,學士班(日間),女,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),男,142,10,0,0,4,5,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),男,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,男,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,學士班(日間),女,60,4,0,0,3,0,0,0,0,0,1,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,碩士班(日間),女,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05411024,應用數學系,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),男,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,05421025,統計學研究所,碩士班(日間),女,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),男,109,5,0,0,0,3,1,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),男,19,9,0,3,2,0,1,0,0,3,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士在職專班,男,2,4,0,0,0,0,3,0,1,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,學士班(日間),女,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,06131026,資訊管理學系,碩士班(日間),女,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),男,124,9,0,0,6,2,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),男,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士在職專班,男,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,學士班(日間),女,43,2,0,1,0,0,1,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07111030,化學工程及材料工程學系,碩士班(日間),女,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),男,356,7,0,1,2,2,1,0,0,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),男,53,11,0,2,0,5,2,0,0,1,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士在職專班,男,23,7,0,1,1,0,3,0,1,0,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,男,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,學士班(日間),女,58,2,0,0,0,1,0,0,0,0,0,0,0,0,1,...,0
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,碩士班(日間),女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141027,電機工程學系,博士班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,學士班(日間),男,138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,碩士班(日間),男,32,4,0,1,0,0,1,0,0,1,0,0,0,0,0,...,1
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,碩士在職專班,男,16,11,1,1,0,1,7,0,0,0,0,0,0,1,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,學士班(日間),女,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,碩士班(日間),女,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141028,資訊工程學系,碩士在職專班,女,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141C05,電子構裝整合技術產業碩士專班,碩士班(日間),男,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07141C05,電子構裝整合技術產業碩士專班,碩士班(日間),女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),男,161,5,0,0,1,3,0,0,0,1,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),男,15,6,1,1,0,2,1,0,0,1,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,學士班(日間),女,57,2,0,0,1,1,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,07321029,土木與環境工程學系,碩士班(日間),女,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,0
106,公立,一般大學,0019,國立高雄大學,10141032,運動競技學系,學士班(日間),男,139,8,0,2,2,0,2,0,0,1,0,0,0,0,1,...,0
